tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
US Open Florida Orlando 2018,2018-12-17,ZHANG Kai,FUJIKI Shoji,USA,JPN,4,2,"12,9,3,13,11,11|10,11,11,11,6,4",R64,WTT_CONTENDER,MS,1996,Main Draw,FUJIKI Shoji (JPN),ZHANG Kai (USA),,,2 - 4,10:12 11:9 11:3 11:13 6:11 4:11,ZHANG Kai,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,TOWNSEND Danni Elle,ALEXANDERSSON Matilda,AUS,AUS,3,0,"11,11,11|5,6,7",,OTHER,U21WS,911,Qualification,ALEXANDERSSON Matilda (AUS),TOWNSEND Danni Elle (AUS),,,0 - 3,5:11 6:11 7:11,TOWNSEND Danni Elle,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,LA Lorie,YEE Sally,NCL,FIJ,3,1,"12,8,12,11|10,11,10,6",,OTHER,U21WS,911,Qualification,YEE Sally (FIJ),LA Lorie (NCL),,,1 - 3,10:12 11:8 10:12 6:11,LA Lorie,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,ALEXANDERSSON Matilda,YEE Sally,AUS,FIJ,3,2,"9,13,11,15,11|11,15,3,13,8",,OTHER,U21WS,911,Qualification,ALEXANDERSSON Matilda (AUS),YEE Sally (FIJ),,,3 - 2,9:11 13:15 11:3 15:13 11:8,ALEXANDERSSON Matilda,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,TOWNSEND Danni Elle,LA Lorie,AUS,NCL,3,2,"7,11,11,9,16|11,5,5,11,14",,OTHER,U21WS,911,Qualification,TOWNSEND Danni Elle (AUS),LA Lorie (NCL),,,3 - 2,7:11 11:5 11:5 9:11 16:14,TOWNSEND Danni Elle,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,ALEXANDERSSON Matilda,LA Lorie,AUS,NCL,3,2,"11,9,10,11,11|4,11,12,5,7",,OTHER,U21WS,911,Qualification,ALEXANDERSSON Matilda (AUS),LA Lorie (NCL),,,3 - 2,11:4 9:11 10:12 11:5 11:7,ALEXANDERSSON Matilda,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,TOWNSEND Danni Elle,YEE Sally,AUS,FIJ,3,1,"5,11,11,11|11,4,8,8",,OTHER,U21WS,911,Qualification,YEE Sally (FIJ),TOWNSEND Danni Elle (AUS),,,1 - 3,11:5 4:11 8:11 8:11,TOWNSEND Danni Elle,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,KAUR Parleen,QUAH Chermaine,AUS,AUS,3,0,"11,11,11|6,6,9",,OTHER,U21WS,911,Qualification,KAUR Parleen (AUS),QUAH Chermaine (AUS),,,3 - 0,11:6 11:6 11:9,KAUR Parleen,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,DANGER Solenn,YEE Grace Rosi,NCL,FIJ,3,2,"6,11,11,9,11|11,9,9,11,6",,OTHER,U21WS,911,Qualification,YEE Grace Rosi (FIJ),DANGER Solenn (NCL),,,2 - 3,11:6 9:11 9:11 11:9 6:11,DANGER Solenn,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,QUAH Chermaine,DANGER Solenn,AUS,NCL,3,0,"11,11,11|6,9,8",,OTHER,U21WS,911,Qualification,QUAH Chermaine (AUS),DANGER Solenn (NCL),,,3 - 0,11:6 11:9 11:8,QUAH Chermaine,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,KAUR Parleen,DANGER Solenn,AUS,NCL,3,0,"14,11,11|12,8,5",,OTHER,U21WS,911,Qualification,KAUR Parleen (AUS),DANGER Solenn (NCL),,,3 - 0,14:12 11:8 11:5,KAUR Parleen,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,QUAH Chermaine,YEE Grace Rosi,AUS,FIJ,3,2,"11,13,9,11,11|7,11,11,13,8",,OTHER,U21WS,911,Qualification,YEE Grace Rosi (FIJ),QUAH Chermaine (AUS),,,2 - 3,7:11 11:13 11:9 13:11 8:11,QUAH Chermaine,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,POWELL David,AUBRY Ronan,AUS,NCL,3,0,"11,11,11|3,8,6",,OTHER,MT,911,Qualification,AUBRY Ronan (NCL),POWELL David (AUS),,,0 - 3,3:11 8:11 6:11,POWELL David,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,YAN Xin,BELROSE Alize,AUS,PYF,3,0,"11,11,13|9,1,11",,OTHER,MT,911,Qualification,BELROSE Alize (PYF),YAN Xin (AUS),,,0 - 3,9:11 1:11 11:13,YAN Xin,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,HU Heming,CHARLES Nolann,AUS,NCL,3,0,"11,11,11|7,4,5",,OTHER,MT,911,Qualification,CHARLES Nolann (NCL),HU Heming (AUS),,,0 - 3,7:11 4:11 5:11,HU Heming,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,SHU Dean,WING Philip,NZL,FIJ,3,0,"11,11,11|6,7,1",,OTHER,MT,911,Qualification,SHU Dean (NZL),WING Philip (FIJ),,,3 - 0,11:6 11:7 11:1,SHU Dean,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,IRANI Dinyar,WU Vicky,NZL,FIJ,3,0,"11,11,11|0,5,6",,OTHER,MT,911,Qualification,IRANI Dinyar (NZL),WU Vicky (FIJ),,,3 - 0,11:0 11:5 11:6,IRANI Dinyar,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,BALL Matthew,CHARLES Nolann,NZL,NCL,3,0,"11,11,11|6,4,4",,OTHER,MT,911,Qualification,BALL Matthew (NZL),CHARLES Nolann (NCL),,,3 - 0,11:6 11:4 11:4,BALL Matthew,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,BELROSE Alize,DELA PENA Alfred,PYF,NZL,3,0,"11,11,14|9,7,12",,OTHER,MT,911,Qualification,DELA PENA Alfred (NZL),BELROSE Alize (PYF),,,0 - 3,9:11 7:11 12:14,BELROSE Alize,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,IRANI Dinyar,CARNET Bydhir,NZL,PYF,3,0,"11,11,15|8,8,13",,OTHER,MT,911,Qualification,IRANI Dinyar (NZL),CARNET Bydhir (PYF),,,3 - 0,11:8 11:8 15:13,IRANI Dinyar,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,DELA PENA Alfred,CHARLES Nolann,NZL,NCL,3,0,"11,11,11|8,7,8",,OTHER,MT,911,Qualification,DELA PENA Alfred (NZL),CHARLES Nolann (NCL),,,3 - 0,11:8 11:7 11:8,DELA PENA Alfred,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,SHING Yoshua,WU Vicky,VAN,FIJ,3,0,"11,11,11|5,3,7",,OTHER,MT,911,Qualification,WU Vicky (FIJ),SHING Yoshua (VAN),,,0 - 3,5:11 3:11 7:11,SHING Yoshua,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,WING Philip,LULU Ham,FIJ,VAN,3,2,"11,4,8,11,11|9,11,11,8,5",,OTHER,MT,911,Qualification,WING Philip (FIJ),LULU Ham (VAN),,,3 - 2,11:9 4:11 8:11 11:8 11:5,WING Philip,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,WU Vicky,LULU Ham,FIJ,VAN,3,1,"12,8,14,11|10,11,12,8",,OTHER,MT,911,Qualification,WU Vicky (FIJ),LULU Ham (VAN),,,3 - 1,12:10 8:11 14:12 11:8,WU Vicky,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,SHING Yoshua,WING Philip,VAN,FIJ,3,0,"11,11,11|8,8,5",,OTHER,MT,911,Qualification,WING Philip (FIJ),SHING Yoshua (VAN),,,0 - 3,8:11 8:11 5:11,SHING Yoshua,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,SHU Dean,HU Heming,NZL,AUS,3,2,"4,11,6,11,11|11,7,11,7,7",,OTHER,MT,911,Qualification,HU Heming (AUS),SHU Dean (NZL),,,2 - 3,11:4 7:11 11:6 7:11 7:11,SHU Dean,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,POWELL David,DELA PENA Alfred,AUS,NZL,3,0,"11,11,11|7,7,7",,OTHER,MT,911,Qualification,POWELL David (AUS),DELA PENA Alfred (NZL),,,3 - 0,11:7 11:7 11:7,POWELL David,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,YAN Xin,SHU Dean,AUS,NZL,3,0,"11,11,11|8,9,6",,OTHER,MT,911,Qualification,YAN Xin (AUS),SHU Dean (NZL),,,3 - 0,11:8 11:9 11:6,YAN Xin,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,HU Heming,BALL Matthew,AUS,NZL,3,0,"12,11,11|10,8,4",,OTHER,MT,911,Qualification,HU Heming (AUS),BALL Matthew (NZL),,,3 - 0,12:10 11:8 11:4,HU Heming,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,CARNET Bydhir,WILLIAM Randy,PYF,VAN,3,0,"11,11,11|4,5,7",,OTHER,MT,911,Qualification,WILLIAM Randy (VAN),CARNET Bydhir (PYF),,,0 - 3,4:11 5:11 7:11,CARNET Bydhir,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,SHING Yoshua,AUBRY Ronan,VAN,NCL,3,1,"11,6,11,11|8,11,4,5",,OTHER,MT,911,Qualification,SHING Yoshua (VAN),AUBRY Ronan (NCL),,,3 - 1,11:8 6:11 11:4 11:5,SHING Yoshua,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,TOWNSEND Kane,SHING Yoshua,AUS,VAN,3,0,"11,11,11|7,7,2",,OTHER,MT,911,Qualification,TOWNSEND Kane (AUS),SHING Yoshua (VAN),,,3 - 0,11:7 11:7 11:2,TOWNSEND Kane,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,YAN Xin,WILLIAM Randy,AUS,VAN,3,0,"11,11,11|5,4,8",,OTHER,MT,911,Qualification,YAN Xin (AUS),WILLIAM Randy (VAN),,,3 - 0,11:5 11:4 11:8,YAN Xin,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,TOWNSEND Kane,LULU Ham,AUS,VAN,3,0,"11,11,11|3,3,8",,OTHER,MT,911,Qualification,TOWNSEND Kane (AUS),LULU Ham (VAN),,,3 - 0,11:3 11:3 11:8,TOWNSEND Kane,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,AUBRY Ronan,WU Vicky,NCL,FIJ,3,0,"11,11,11|5,8,7",,OTHER,MT,911,Qualification,AUBRY Ronan (NCL),WU Vicky (FIJ),,,3 - 0,11:5 11:8 11:7,AUBRY Ronan,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,WING Philip,CARNET Bydhir,FIJ,PYF,3,1,"11,8,11,11|6,11,5,9",,OTHER,MT,911,Qualification,CARNET Bydhir (PYF),WING Philip (FIJ),,,1 - 3,6:11 11:8 5:11 9:11,WING Philip,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,CARTER Trent,WU Vicky,AUS,FIJ,3,0,"11,11,11|5,7,4",,OTHER,MT,911,Qualification,WU Vicky (FIJ),CARTER Trent (AUS),,,0 - 3,5:11 7:11 4:11,CARTER Trent,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,CARTER Trent,WING Philip,AUS,FIJ,3,0,"11,11,11|6,4,7",,OTHER,MT,911,Qualification,WING Philip (FIJ),CARTER Trent (AUS),,,0 - 3,6:11 4:11 7:11,CARTER Trent,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,IRANI Dinyar,LULU Ham,NZL,VAN,3,0,"11,11,11|5,8,5",,OTHER,MT,911,Qualification,LULU Ham (VAN),IRANI Dinyar (NZL),,,0 - 3,5:11 8:11 5:11,IRANI Dinyar,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,BALL Matthew,SHING Yoshua,NZL,VAN,3,2,"11,11,10,7,11|7,6,12,11,7",,OTHER,MT,911,Qualification,SHING Yoshua (VAN),BALL Matthew (NZL),,,2 - 3,7:11 6:11 12:10 11:7 7:11,BALL Matthew,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,SHU Dean,WILLIAM Randy,NZL,VAN,3,0,"11,11,11|3,2,4",,OTHER,MT,911,Qualification,WILLIAM Randy (VAN),SHU Dean (NZL),,,0 - 3,3:11 2:11 4:11,SHU Dean,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,POWELL David,BALL Matthew,AUS,NZL,3,2,"5,8,11,11,11|11,11,4,5,8",Final,OTHER,MT,911,Main Draw,POWELL David (AUS),BALL Matthew (NZL),,,3 - 2,5:11 8:11 11:4 11:5 11:8,POWELL David,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,TOWNSEND Kane,SHU Dean,AUS,NZL,3,0,"11,11,11|7,9,5",Final,OTHER,MT,911,Main Draw,TOWNSEND Kane (AUS),SHU Dean (NZL),,,3 - 0,11:7 11:9 11:5,TOWNSEND Kane,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,YAN Xin,DELA PENA Alfred,AUS,NZL,3,0,"11,11,11|9,3,6",Final,OTHER,MT,911,Main Draw,YAN Xin (AUS),DELA PENA Alfred (NZL),,,3 - 0,11:9 11:3 11:6,YAN Xin,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,FENG Chunyi,YEE Grace Rosi,AUS,FIJ,3,0,"11,11,11|9,4,5",,OTHER,WT,911,Qualification,YEE Grace Rosi (FIJ),FENG Chunyi (AUS),,,0 - 3,9:11 4:11 5:11,FENG Chunyi,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,BROMLEY Michelle,LI Carolyn,AUS,FIJ,3,0,"11,11,11|3,9,5",,OTHER,WT,911,Qualification,LI Carolyn (FIJ),BROMLEY Michelle (AUS),,,0 - 3,3:11 9:11 5:11,BROMLEY Michelle,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,FENG Chunyi,YEE Sally,AUS,FIJ,3,0,"11,11,11|2,3,3",,OTHER,WT,911,Qualification,YEE Sally (FIJ),FENG Chunyi (AUS),,,0 - 3,2:11 3:11 3:11,FENG Chunyi,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,TOMMY Priscilla,RICHMOND Melveen,VAN,PYF,3,0,"11,11,11|9,5,8",,OTHER,WT,911,Qualification,TOMMY Priscilla (VAN),RICHMOND Melveen (PYF),,,3 - 0,11:9 11:5 11:8,TOMMY Priscilla,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,LA Lorie,LULU Anolyn,NCL,VAN,3,2,"11,11,8,7,11|9,9,11,11,7",,OTHER,WT,911,Qualification,LULU Anolyn (VAN),LA Lorie (NCL),,,2 - 3,9:11 9:11 11:8 11:7 7:11,LA Lorie,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,DANGER Solenn,QWEA Stephanie,NCL,VAN,3,2,"9,9,11,11,11|11,11,8,8,4",,OTHER,WT,911,Qualification,QWEA Stephanie (VAN),DANGER Solenn (NCL),,,2 - 3,11:9 11:9 8:11 8:11 4:11,DANGER Solenn,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,RICHMOND Melveen,LULU Anolyn,PYF,VAN,3,2,"11,11,3,11,11|8,13,11,8,9",,OTHER,WT,911,Qualification,LULU Anolyn (VAN),RICHMOND Melveen (PYF),,,2 - 3,8:11 13:11 11:3 8:11 9:11,RICHMOND Melveen,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,BROMLEY Michelle,TOMMY Priscilla,AUS,VAN,3,2,"11,8,11,9,11|7,11,9,11,5",,OTHER,WT,911,Qualification,TOMMY Priscilla (VAN),BROMLEY Michelle (AUS),,,2 - 3,7:11 11:8 9:11 11:9 5:11,BROMLEY Michelle,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,FENG Chunyi,LULU Anolyn,AUS,VAN,3,0,"11,11,11|7,8,3",,OTHER,WT,911,Qualification,LULU Anolyn (VAN),FENG Chunyi (AUS),,,0 - 3,7:11 8:11 3:11,FENG Chunyi,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,TAPPER Melissa,QWEA Stephanie,AUS,VAN,3,0,"11,11,11|1,1,3",,OTHER,WT,911,Qualification,QWEA Stephanie (VAN),TAPPER Melissa (AUS),,,0 - 3,1:11 1:11 3:11,TAPPER Melissa,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,FENG Chunyi,TOMMY Priscilla,AUS,VAN,3,1,"10,11,11,11|12,3,3,2",,OTHER,WT,911,Qualification,TOMMY Priscilla (VAN),FENG Chunyi (AUS),,,1 - 3,12:10 3:11 3:11 2:11,FENG Chunyi,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,BROMLEY Michelle,LULU Anolyn,AUS,VAN,3,0,"11,11,11|2,4,3",,OTHER,WT,911,Qualification,LULU Anolyn (VAN),BROMLEY Michelle (AUS),,,0 - 3,2:11 4:11 3:11,BROMLEY Michelle,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,RICHMOND Melveen,YEE Grace Rosi,PYF,FIJ,3,2,"12,6,11,7,11|10,11,8,11,4",,OTHER,WT,911,Qualification,YEE Grace Rosi (FIJ),RICHMOND Melveen (PYF),,,2 - 3,10:12 11:6 8:11 11:7 4:11,RICHMOND Melveen,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,LI Carolyn,DANGER Solenn,FIJ,NCL,3,1,"8,11,11,11|11,3,9,8",,OTHER,WT,911,Qualification,LI Carolyn (FIJ),DANGER Solenn (NCL),,,3 - 1,8:11 11:3 11:9 11:8,LI Carolyn,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,RICHMOND Melveen,YEE Sally,PYF,FIJ,3,2,"11,11,9,5,11|5,3,11,11,7",,OTHER,WT,911,Qualification,YEE Sally (FIJ),RICHMOND Melveen (PYF),,,2 - 3,5:11 3:11 11:9 11:5 7:11,RICHMOND Melveen,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,LAY Jian Fang,LA Lorie,AUS,NCL,3,0,"11,11,11|8,1,6",,OTHER,WT,911,Qualification,LAY Jian Fang (AUS),LA Lorie (NCL),,,3 - 0,11:8 11:1 11:6,LAY Jian Fang,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,TOMMY Priscilla,YEE Grace Rosi,VAN,FIJ,3,0,"11,11,11|5,8,6",,OTHER,WT,911,Qualification,TOMMY Priscilla (VAN),YEE Grace Rosi (FIJ),,,3 - 0,11:5 11:8 11:6,TOMMY Priscilla,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,LULU Anolyn,YEE Sally,VAN,FIJ,3,1,"11,11,4,11|8,9,11,3",,OTHER,WT,911,Qualification,LULU Anolyn (VAN),YEE Sally (FIJ),,,3 - 1,11:8 11:9 4:11 11:3,LULU Anolyn,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,QWEA Stephanie,LI Carolyn,VAN,FIJ,3,1,"4,15,11,11|11,13,8,4",,OTHER,WT,911,Qualification,QWEA Stephanie (VAN),LI Carolyn (FIJ),,,3 - 1,4:11 15:13 11:8 11:4,QWEA Stephanie,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,TOMMY Priscilla,YEE Sally,VAN,FIJ,3,0,"11,11,11|9,6,9",,OTHER,WT,911,Qualification,TOMMY Priscilla (VAN),YEE Sally (FIJ),,,3 - 0,11:9 11:6 11:9,TOMMY Priscilla,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,LULU Anolyn,YEE Grace Rosi,VAN,FIJ,3,1,"11,13,4,13|9,11,11,11",,OTHER,WT,911,Qualification,LULU Anolyn (VAN),YEE Grace Rosi (FIJ),,,3 - 1,11:9 13:11 4:11 13:11,LULU Anolyn,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,TAPPER Melissa,RICHMOND Melveen,AUS,PYF,3,0,"11,12,11|8,10,2",Final,OTHER,WT,911,Main Draw,TAPPER Melissa (AUS),RICHMOND Melveen (PYF),,,3 - 0,11:8 12:10 11:2,TAPPER Melissa,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,FENG Chunyi,LA Lorie,AUS,NCL,3,0,"11,11,11|5,8,6",Final,OTHER,WT,911,Main Draw,FENG Chunyi (AUS),LA Lorie (NCL),,,3 - 0,11:5 11:8 11:6,FENG Chunyi,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,COSGRIFF Luke,CARNET Bydhir,AUS,PYF,3,0,"11,11,11|5,9,6",,OTHER,U21MT,911,Qualification,CARNET Bydhir (PYF),COSGRIFF Luke (AUS),,,0 - 3,5:11 9:11 6:11,COSGRIFF Luke,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,DHOORIA Rohan,CARNET Bydhir,AUS,PYF,3,0,"11,11,11|6,4,8",,OTHER,U21MT,911,Qualification,CARNET Bydhir (PYF),DHOORIA Rohan (AUS),WU Vicky (FIJ),GOULD Benjamin (AUS),0 - 3,6:11 4:11 8:11,DHOORIA Rohan,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,DIXON Xavier,CARNET Bydhir,AUS,PYF,3,0,"11,11,11|8,8,2",,OTHER,U21MT,911,Qualification,CARNET Bydhir (PYF),DIXON Xavier (AUS),,,0 - 3,8:11 8:11 2:11,DIXON Xavier,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,XU Nathan,COSGRIFF Luke,NZL,AUS,3,2,"11,9,11,5,11|9,11,7,11,9",,OTHER,U21MT,911,Qualification,XU Nathan (NZL),COSGRIFF Luke (AUS),,,3 - 2,11:9 9:11 11:7 5:11 11:9,XU Nathan,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,SHU Dean,DHOORIA Rohan,NZL,AUS,3,2,"9,11,11,6,11|11,5,5,11,8",,OTHER,U21MT,911,Qualification,SHU Dean (NZL),DHOORIA Rohan (AUS),,,3 - 2,9:11 11:5 11:5 6:11 11:8,SHU Dean,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,XU Nathan,DHOORIA Rohan,NZL,AUS,3,2,"12,8,5,11,11|10,11,11,6,9",,OTHER,U21MT,911,Qualification,XU Nathan (NZL),DHOORIA Rohan (AUS),,,3 - 2,12:10 8:11 5:11 11:6 11:9,XU Nathan,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,XU Nathan,AUBRY Ronan,NZL,NCL,3,0,"11,15,12|5,13,10",,OTHER,U21MT,911,Qualification,AUBRY Ronan (NCL),XU Nathan (NZL),,,0 - 3,5:11 13:15 10:12,XU Nathan,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,DELA PENA Alfred,CARNET Bydhir,NZL,PYF,3,0,"11,12,12|4,10,10",,OTHER,U21MT,911,Qualification,CARNET Bydhir (PYF),DELA PENA Alfred (NZL),,,0 - 3,4:11 10:12 10:12,DELA PENA Alfred,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,AUBRY Ronan,DELA PENA Alfred,NCL,NZL,3,0,"11,11,11|8,9,8",,OTHER,U21MT,911,Qualification,AUBRY Ronan (NCL),DELA PENA Alfred (NZL),,,3 - 0,11:8 11:9 11:8,AUBRY Ronan,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,SHU Dean,GOULD Benjamin,NZL,AUS,3,2,"11,9,11,9,11|8,11,5,11,7",Final,OTHER,U21MT,911,Main Draw,SHU Dean (NZL),GOULD Benjamin (AUS),,,3 - 2,11:8 9:11 11:5 9:11 11:7,SHU Dean,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,DHOORIA Rohan,XU Nathan,AUS,NZL,3,2,"7,6,11,11,14|11,11,7,9,12",Final,OTHER,U21MT,911,Main Draw,XU Nathan (NZL),DHOORIA Rohan (AUS),,,2 - 3,11:7 11:6 7:11 9:11 12:14,DHOORIA Rohan,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,KAUR Parleen,LA Lorie,AUS,NCL,3,1,"11,11,15,11|4,8,17,4",,OTHER,U21WT,911,Qualification,KAUR Parleen (AUS),LA Lorie (NCL),,,3 - 1,11:4 11:8 15:17 11:4,KAUR Parleen,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,ALEXANDERSSON Matilda,YEE Grace Rosi,AUS,FIJ,3,1,"12,8,11,11|10,11,7,9",,OTHER,U21WT,911,Qualification,ALEXANDERSSON Matilda (AUS),YEE Grace Rosi (FIJ),QUAH Chermaine (AUS),YEE Sally (FIJ),3 - 1,12:10 8:11 11:7 11:9,ALEXANDERSSON Matilda,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,KAUR Parleen,YEE Sally,AUS,FIJ,3,0,"11,11,11|7,8,7",,OTHER,U21WT,911,Qualification,KAUR Parleen (AUS),YEE Sally (FIJ),,,3 - 0,11:7 11:8 11:7,KAUR Parleen,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,TOWNSEND Danni Elle,YEE Grace Rosi,AUS,FIJ,3,0,"11,11,14|6,8,12",,OTHER,U21WT,911,Qualification,TOWNSEND Danni Elle (AUS),YEE Grace Rosi (FIJ),,,3 - 0,11:6 11:8 14:12,TOWNSEND Danni Elle,2018
ITTF Oceania Championships Gold Coast 2018,2018-03-15,LA Lorie,YEE Grace Rosi,NCL,FIJ,3,1,"11,11,11,11|7,3,13,8",,OTHER,U21WT,911,Qualification,YEE Grace Rosi (FIJ),LA Lorie (NCL),,,1 - 3,7:11 3:11 13:11 8:11,LA Lorie,2018
ITTF Challenge Polish Open Spala 2018,2018-03-14,LIM Jonghoon,HRIBAR Peter,KOR,SLO,3,0,"11,11,11|8,4,8",R32,OLYMPICS,U21MS,882,Main Draw,LIM Jonghoon (KOR),HRIBAR Peter (SLO),,,3 - 0,11:8 11:4 11:8,LIM Jonghoon,2018
ITTF Challenge Polish Open Spala 2018,2018-03-14,MENAND Remi,NIKULIN Ivan,FRA,RUS,3,0,"12,11,11|10,7,7",R32,OLYMPICS,U21MS,882,Main Draw,MENAND Remi (FRA),NIKULIN Ivan (RUS),,,3 - 0,12:10 11:7 11:7,MENAND Remi,2018
ITTF Challenge Polish Open Spala 2018,2018-03-14,MARTINKO Jiri,GIVONE Nolan,CZE,FRA,3,2,"11,11,7,9,11|8,2,11,11,7",R32,OLYMPICS,U21MS,882,Main Draw,MARTINKO Jiri (CZE),GIVONE Nolan (FRA),,,3 - 2,11:8 11:2 7:11 9:11 11:7,MARTINKO Jiri,2018
ITTF Challenge Polish Open Spala 2018,2018-03-14,BADOWSKI Marek,DEVOS Laurens,POL,BEL,3,0,"11,11,13|4,7,11",R32,OLYMPICS,U21MS,882,Main Draw,DEVOS Laurens (BEL),BADOWSKI Marek (POL),,,0 - 3,4:11 7:11 11:13,BADOWSKI Marek,2018
ITTF Challenge Polish Open Spala 2018,2018-03-14,TOGAMI Shunsuke,ZANDECKI Jan,JPN,POL,3,0,"11,11,11|3,9,9",R32,OLYMPICS,U21MS,882,Main Draw,TOGAMI Shunsuke (JPN),ZANDECKI Jan (POL),,,3 - 0,11:3 11:9 11:9,TOGAMI Shunsuke,2018
ITTF Challenge Polish Open Spala 2018,2018-03-14,CHO Daeseong,ROLLAND Jules,KOR,FRA,3,1,"11,9,13,12|9,11,11,10",R32,OLYMPICS,U21MS,882,Main Draw,ROLLAND Jules (FRA),CHO Daeseong (KOR),,,1 - 3,9:11 11:9 11:13 10:12,CHO Daeseong,2018
ITTF Challenge Polish Open Spala 2018,2018-03-14,UDA Yukiya,CHEN Chun-Hsiang,JPN,TPE,3,0,"11,11,11|4,5,4",R32,OLYMPICS,U21MS,882,Main Draw,UDA Yukiya (JPN),CHEN Chun-Hsiang (TPE),,,3 - 0,11:4 11:5 11:4,UDA Yukiya,2018
